,StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,GlobalTeamID,Updated,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,FantasyPointsFanDuel,FantasyPointsDraftKings,FantasyPointsYahoo,PlusMinus,DoubleDoubles,TripleDoubles,FantasyPointsFantasyDraft,IsClosed
101,576354,24,20000616,1,2019,LaMarcus Aldridge,SA,PF,81,20000024,2019-06-24T22:18:50,81,3493.1,3059,56,779.1,1502.3,59.1,59.5,767.7,1454.5,60.1,11.4,47.8,27.1,397.5,469.3,96.5,285.9,561.5,847.4,11.7,22.6,17.2,221.0,49.0,121.9,164.0,203.9,1967.1,1708.8,65.5,29.2,13.3,1.0,4.4,11.4,30.8,3663.9,3677.8,3663.9,102.5,36.4,0.0,3677.8,False
102,576355,2,20000617,1,2019,Nicolas Batum,CHA,SG,72,20000002,2019-06-24T22:18:50,75,1879.4,2680,66,288.2,640.1,51.3,63.0,156.0,300.7,59.1,132.1,339.4,44.3,87.7,101.4,98.5,80.9,363.3,444.2,4.1,17.0,10.2,282.5,80.9,49.0,133.3,159.5,796.2,684.7,66.3,15.4,16.6,1.9,2.0,18.6,15.1,2009.2,2034.3,2009.2,-23.9,0.0,0.0,2034.3,False
103,577202,11,20000618,1,2019,Robin Lopez,CHI,C,36,20000011,2019-06-24T22:18:50,74,1438.2,1828,60,346.3,609.4,64.7,65.6,338.3,574.1,67.1,9.1,35.3,25.7,101.4,140.1,82.5,159.5,166.3,325.8,10.7,11.4,11.0,101.4,12.5,88.8,109.3,141.2,801.9,671.0,68.1,19.8,10.0,0.4,5.4,16.0,21.4,1539.6,1516.6,1539.6,-161.7,2.6,0.0,1516.6,False
104,577203,19,20000619,1,2019,Damian Lillard,POR,PG,80,20000019,2019-06-24T22:18:50,80,3839.2,3231,59,775.7,1746.1,50.6,59.5,505.7,1013.7,56.8,269.9,732.4,42.0,533.1,584.3,103.9,77.5,345.1,422.6,3.4,12.7,9.0,627.6,100.2,38.7,241.5,168.6,2354.3,2003.2,67.0,30.8,34.9,1.9,1.2,12.2,33.6,3978.2,4138.3,3978.2,563.8,14.8,0.0,4138.3,False
105,577204,19,20000620,1,2019,C.J. McCollum,POR,SG,70,20000019,2019-06-24T22:18:50,70,2479.5,2705,17,650.4,1415.8,52.3,59.9,460.2,908.9,57.6,190.2,506.9,42.7,181.1,218.7,94.3,70.6,250.6,321.2,3.7,11.0,8.2,235.8,62.6,31.9,120.7,195.9,1672.1,1512.0,63.0,22.2,15.7,1.5,1.2,9.6,29.2,2574.0,2654.4,2574.0,397.5,1.3,1.3,2654.4,False
106,577205,19,20000621,1,2019,Meyers Leonard,POR,C,2,20000019,2019-06-24T22:18:50,61,854.4,999,43,150.3,275.6,62.1,73.9,93.4,149.2,71.3,57.0,126.4,51.3,49.0,58.1,96.0,55.8,209.6,265.4,7.9,24.9,16.1,85.4,14.8,10.3,49.0,119.6,406.6,301.2,76.9,20.3,13.5,0.9,1.1,15.9,16.9,879.4,924.0,879.4,-87.7,2.6,0.0,924.0,False
107,576356,8,20000622,1,2019,Allen Crabbe,BKN,SG,20,20000008,2019-06-24T22:18:50,43,780.9,1290,4,156.0,424.8,41.8,56.8,44.4,129.8,39.0,111.6,295.0,43.1,46.7,63.8,83.4,18.2,150.3,168.6,1.9,13.9,8.9,52.4,26.2,14.8,52.4,116.2,470.4,452.9,59.1,10.9,7.5,1.3,1.2,11.8,18.8,821.9,873.0,821.9,5.2,1.3,0.0,873.0,False
108,576357,15,20000625,1,2019,Tim Frazier,MIL,PG,19,20000015,2019-06-24T22:18:50,59,999.6,1275,42,132.1,297.3,50.6,58.4,90.0,182.2,56.3,42.1,115.0,41.7,46.7,61.5,86.5,46.7,144.7,191.4,5.1,12.4,9.9,282.5,34.2,6.5,86.6,127.6,353.1,324.3,62.0,16.0,31.7,1.6,0.5,24.0,15.4,1039.5,1080.3,1039.5,-76.3,5.2,0.0,1080.3,False
109,576358,13,20000629,1,2019,Wesley Matthews,IND,SG,68,20000013,2019-06-24T22:18:50,69,1520.6,2382,1,317.8,795.0,45.6,57.7,146.9,336.0,49.8,170.8,459.0,42.4,150.3,185.7,92.3,36.4,157.2,193.6,2.2,9.3,5.9,182.2,61.5,19.4,103.6,182.2,956.8,876.7,62.2,14.0,12.0,1.6,0.9,12.0,20.6,1601.4,1667.5,1601.4,-98.0,0.0,0.0,1667.5,False
110,576359,25,20000631,1,2019,Zach Randolph,DAL,PF,0,20000025,2019-06-24T22:18:50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
111,577206,1,20000632,1,2019,Jeff Green,WAS,SF,44,20000001,2019-06-24T22:18:50,77,1805.7,2387,44,371.3,782.5,54.1,63.3,244.9,418.0,66.7,126.4,364.5,39.5,208.4,234.6,101.1,64.9,287.0,352.0,3.8,15.1,10.4,156.0,49.0,44.4,115.0,182.2,1077.5,885.7,69.3,18.5,10.5,1.3,2.0,13.1,20.3,1899.1,1947.4,1899.1,-107.1,2.6,0.0,1947.4,False
112,576360,10,20000633,1,2019,Marc Gasol,TOR,C,72,20000010,2019-06-24T22:18:50,79,2883.8,2775,4,444.2,990.9,51.0,57.6,331.4,680.0,55.5,112.8,310.9,41.3,218.7,288.2,86.5,91.1,623.0,714.2,4.7,26.8,15.8,397.5,95.7,98.0,176.5,247.2,1219.9,1117.7,62.2,21.8,23.0,2.2,3.8,15.5,23.0,3077.5,3098.4,3077.5,182.2,21.6,1.3,3098.4,False
113,576361,25,20000634,1,2019,Courtney Lee,DAL,SG,6,20000025,2019-06-24T22:18:50,34,330.7,487,15,60.4,146.9,46.8,53.9,42.1,84.3,57.0,18.2,62.6,33.1,15.9,23.9,76.0,10.3,51.3,61.5,2.9,12.7,8.7,42.1,23.9,3.9,15.9,36.4,154.9,157.5,56.2,13.7,14.5,3.1,0.8,10.5,17.5,358.0,350.8,358.0,-63.8,0.0,0.0,350.8,False
114,576362,21,20000635,1,2019,Mike Conley,MEM,PG,70,20000021,2019-06-24T22:18:50,70,2893.4,2666,42,558.1,1275.7,49.9,57.7,381.6,790.5,55.0,176.5,485.2,41.5,390.7,462.4,96.2,45.6,226.7,272.2,2.4,11.0,7.4,511.4,107.1,25.1,148.1,140.1,1683.4,1479.2,64.8,27.8,38.1,2.6,1.2,10.4,31.3,3025.5,3086.4,3025.5,26.2,11.4,0.0,3086.4,False
115,576363,3,20000638,1,2019,Vince Carter,ATL,SG,9,20000003,2019-06-24T22:18:50,76,1161.0,1515,22,223.2,533.1,47.7,62.8,83.1,173.1,54.7,140.1,359.9,44.3,53.5,75.2,81.1,35.3,185.7,221.0,3.1,15.0,9.9,99.1,50.1,30.8,54.7,160.6,640.1,566.1,64.4,16.6,10.5,2.0,2.3,10.0,19.0,1241.9,1269.4,1241.9,-201.6,0.0,0.0,1269.4,False
116,576364,30,20000639,1,2019,Kosta Koufos,SAC,C,1,20000030,2019-06-24T22:18:50,42,525.5,571,41,83.1,174.3,54.3,54.3,83.1,174.3,54.3,0.0,0.0,0.0,11.4,27.3,47.5,59.2,142.4,201.6,11.9,30.0,20.7,41.0,17.1,20.5,30.8,77.5,177.7,186.3,54.3,16.7,10.9,1.8,4.0,16.1,18.0,563.1,551.0,563.1,-36.4,0.0,0.0,551.0,False
117,576365,28,20000642,1,2019,JaMychal Green,LAC,PF,6,20000028,2019-06-24T22:18:50,65,1421.2,1560,39,262.0,542.2,55.0,63.7,181.1,341.7,60.4,80.9,200.5,45.9,91.1,115.0,90.2,118.5,347.4,465.9,10.8,26.0,18.0,57.0,51.3,38.7,99.1,219.8,695.9,592.8,66.9,19.2,6.9,2.0,2.5,16.3,21.4,1511.2,1544.8,1511.2,-243.7,7.8,0.0,1544.8,False
118,576366,14,20000643,1,2019,Jon Leuer,DET,PF,1,20000014,2019-06-24T22:18:50,41,344.4,458,23,75.2,129.8,65.9,65.9,74.0,116.2,72.6,1.3,13.7,10.8,26.2,35.3,84.5,30.8,79.7,110.5,9.2,22.5,15.0,15.9,13.7,5.2,26.2,68.3,177.7,145.4,69.7,16.6,7.1,1.9,1.1,17.4,18.5,362.7,363.6,362.7,-132.1,0.0,0.0,363.6,False
119,638329,21,20000645,1,2019,Jarnell Stokes,MEM,PF,0,20000021,2019-06-24T22:18:50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
120,576367,10,20000646,1,2019,Kawhi Leonard,TOR,SF,60,20000010,2019-06-24T22:18:50,60,2916.2,2324,16,637.8,1285.9,56.5,62.2,510.3,942.0,61.7,127.6,344.0,42.3,414.6,485.2,97.3,88.8,411.2,500.0,5.5,21.2,13.2,226.7,120.7,27.3,137.8,99.1,1817.8,1499.4,69.0,34.2,18.6,3.2,1.3,10.9,34.7,3064.3,3097.8,3064.3,407.8,15.9,0.0,3097.8,False
121,576368,2,20000649,1,2019,Tony Parker,CHA,PG,0,20000002,2019-06-24T22:18:50,56,1049.1,1141,58,242.6,527.4,52.4,54.1,227.8,469.3,55.2,14.8,58.1,29.0,103.6,141.2,83.6,15.9,78.6,94.5,1.9,9.8,5.8,235.8,23.9,9.1,85.4,60.4,603.7,589.5,58.3,20.4,38.0,1.3,0.8,14.4,29.2,1081.0,1105.7,1081.0,21.6,1.3,0.0,1105.7,False
122,576369,10,20000650,1,2019,Danny Green,TOR,SG,80,20000010,2019-06-24T22:18:50,80,1785.3,2523,36,333.7,717.6,53.0,70.8,108.2,222.1,55.5,225.5,495.5,51.8,42.1,50.1,95.8,68.3,292.7,361.1,3.9,13.9,10.0,143.5,83.1,60.4,85.4,194.8,935.1,739.6,72.0,17.1,10.0,2.0,2.6,11.8,16.1,1928.8,1960.5,1928.8,726.7,1.3,0.0,1960.5,False
123,575676,9,20000652,1,2019,Aron Baynes,BOS,C,18,20000009,2019-06-24T22:18:50,51,808.1,934,59,119.6,254.0,53.6,59.2,95.7,184.5,59.1,23.9,69.5,39.2,60.4,70.6,97.4,100.2,173.1,273.4,13.0,22.5,17.8,64.9,13.7,38.7,45.6,142.4,323.5,285.1,64.6,18.2,10.6,0.9,4.7,15.7,17.4,860.5,861.7,860.5,148.1,3.9,0.0,861.7,False
124,576370,24,20000654,1,2019,Marco Belinelli,SA,SG,1,20000024,2019-06-24T22:18:50,79,1456.3,2067,26,324.6,785.9,47.0,59.1,157.2,336.0,53.3,167.4,449.9,42.4,127.6,141.2,102.9,18.2,207.3,225.5,1.3,12.4,7.7,150.3,39.9,10.4,82.0,137.8,944.2,848.1,63.4,15.9,11.5,1.2,0.5,10.0,22.6,1505.3,1594.0,1505.3,36.4,1.3,0.0,1594.0,False
125,576371,13,20000655,1,2019,Cory Joseph,IND,PG,9,20000013,2019-06-24T22:18:50,82,1714.5,2350,30,257.4,624.2,46.9,52.8,194.8,429.4,51.7,62.6,194.8,36.7,34.2,49.0,79.5,44.4,273.4,317.8,2.8,14.4,9.7,365.6,107.1,25.1,91.1,149.2,611.6,645.7,54.0,14.5,23.6,2.9,1.2,14.1,15.7,1846.7,1809.0,1846.7,240.3,1.3,0.0,1809.0,False
126,576372,24,20000656,1,2019,Patty Mills,SA,PG,1,20000024,2019-06-24T22:18:50,82,1619.5,2172,49,321.2,755.2,48.4,62.2,140.1,295.0,54.1,181.1,460.2,44.9,100.2,117.3,97.3,27.3,180.0,207.3,1.8,10.2,6.8,279.1,55.8,11.4,105.9,146.9,923.7,806.8,65.2,17.3,20.1,1.6,0.6,13.2,21.2,1686.7,1773.4,1686.7,230.1,0.0,0.0,1773.4,False
127,576373,21,20000659,1,2019,Kyle Anderson,MEM,SF,40,20000021,2019-06-24T22:18:50,43,1097.1,1459,33,170.8,314.4,61.8,63.6,160.6,275.6,66.4,10.3,38.7,30.2,42.1,72.9,65.8,54.7,231.2,285.9,5.4,20.6,12.5,145.8,61.5,42.1,66.1,127.6,394.1,346.4,64.8,16.2,17.1,2.7,3.5,18.2,14.5,1200.7,1154.7,1200.7,-67.2,2.6,1.3,1154.7,False
128,576374,14,20000661,1,2019,Blake Griffin,DET,PF,75,20000014,2019-06-24T22:18:50,75,3450.0,2986,30,705.0,1527.4,52.6,60.6,489.8,932.8,59.8,215.3,594.6,41.2,471.5,626.4,85.8,113.9,529.6,643.5,5.2,22.9,13.4,457.9,59.2,31.9,288.2,226.7,2096.9,1803.0,66.2,27.3,30.8,1.3,1.2,15.7,34.7,3541.2,3773.2,3541.2,42.1,23.9,2.6,3773.2,False
129,576375,6,20000663,1,2019,DeAndre Jordan,NY,C,69,20000006,2019-06-24T22:18:50,69,2450.4,2332,23,325.8,508.0,73.0,73.0,325.8,508.0,73.0,0.0,0.0,0.0,211.9,300.7,80.3,256.3,771.1,1027.4,12.8,40.4,26.2,177.7,47.8,83.1,174.3,190.2,863.4,640.3,76.8,24.3,13.3,1.3,3.9,24.4,17.1,2581.4,2660.7,2581.4,-242.6,47.8,0.0,2660.7,False
130,576376,22,20000664,1,2019,Chris Paul,HOU,PG,58,20000022,2019-06-24T22:18:50,58,2329.8,2114,52,344.0,820.1,47.7,57.9,199.3,415.7,54.6,144.7,404.3,40.8,199.3,231.2,98.2,41.0,260.8,301.8,2.7,15.9,10.2,538.7,129.8,20.5,173.1,166.3,1031.9,921.8,63.8,25.2,44.7,3.9,1.1,18.0,25.8,2480.2,2536.3,2480.2,341.7,20.5,1.3,2536.3,False
131,575677,7,20000665,1,2019,J.J. Redick,PHI,SF,63,20000007,2019-06-24T22:18:50,76,2165.5,2710,23,514.8,1169.8,50.1,63.4,241.5,480.7,57.2,273.4,689.1,45.2,259.7,290.4,101.8,22.8,189.1,211.9,1.2,9.3,5.4,234.6,36.4,19.4,115.0,146.9,1562.7,1297.5,68.6,21.0,14.7,0.8,0.7,10.6,25.0,2221.3,2372.0,2221.3,346.3,1.3,0.0,2372.0,False
132,576377,29,20000666,1,2019,Jamal Crawford,PHO,SG,0,20000029,2019-06-24T22:18:50,64,1075.8,1379,0,198.2,498.9,45.2,54.1,121.9,268.8,51.6,76.3,230.1,37.8,105.9,125.3,96.2,10.4,87.7,96.8,0.9,9.3,5.0,260.8,37.6,13.7,112.8,85.4,578.6,554.0,59.5,16.1,31.5,1.7,1.1,19.3,23.7,1127.0,1175.2,1127.0,-429.4,0.0,0.0,1175.2,False
133,577207,22,20000667,1,2019,Austin Rivers,HOU,PG,15,20000022,2019-06-24T22:18:50,76,1292.7,2309,47,264.2,651.5,46.2,56.6,145.8,279.1,59.5,118.5,372.5,36.2,57.0,108.2,59.9,29.6,154.9,184.5,1.8,9.8,5.7,190.2,53.5,26.2,77.5,235.8,703.9,699.1,57.3,10.4,13.5,1.5,1.2,11.4,16.7,1372.4,1399.8,1372.4,118.5,0.0,0.0,1399.8,False
134,576378,17,20000673,1,2019,Ekpe Udoh,UTA,C,1,20000017,2019-06-24T22:18:50,51,385.0,364,0,57.0,82.0,79.0,79.0,57.0,82.0,79.0,0.0,0.0,0.0,21.6,34.2,72.1,30.8,71.8,102.5,10.6,23.9,17.3,31.9,11.4,35.3,14.8,41.0,135.5,97.0,79.7,26.7,14.6,1.9,10.0,15.1,15.0,431.7,399.2,431.7,-60.4,1.3,0.0,399.2,False
135,576379,13,20000675,1,2019,C.J. Wilcox,IND,SG,0,20000013,2019-06-24T22:18:50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
136,576380,7,20000676,1,2019,Tobias Harris,PHI,SF,82,20000007,2019-06-24T22:18:50,82,3173.8,3243,65,695.9,1428.3,55.5,62.5,518.2,980.7,60.1,177.7,447.6,45.2,303.0,349.7,98.6,78.6,656.1,734.7,3.4,23.7,13.6,260.8,58.1,42.1,172.0,209.6,1872.5,1582.2,67.4,23.6,14.2,1.1,1.3,11.2,25.9,3274.1,3411.0,3274.1,18.2,17.1,0.0,3411.0,False
137,576381,13,20000677,1,2019,Kyle O'Quinn,IND,C,3,20000013,2019-06-24T22:18:50,45,478.2,421,44,78.6,154.9,57.7,58.7,77.5,141.2,62.4,1.3,13.7,10.8,19.4,23.9,92.3,33.0,102.5,135.5,10.1,30.1,20.3,63.8,10.3,28.5,35.3,77.5,177.7,165.4,61.3,21.8,25.5,1.5,7.8,20.0,23.8,516.9,504.9,516.9,6.5,1.3,0.0,504.9,False
138,576382,5,20000678,1,2019,Nikola Vucevic,ORL,C,80,20000005,2019-06-24T22:18:50,80,3939.2,2859,22,798.4,1542.2,59.0,62.5,702.8,1279.1,62.5,95.7,263.1,41.5,203.9,258.6,89.9,255.1,838.3,1093.4,10.8,36.4,23.4,349.7,92.3,101.4,181.1,178.8,1896.4,1656.0,65.3,33.2,25.0,2.1,3.9,11.2,32.1,4132.9,4236.5,4132.9,248.3,68.3,1.3,4236.5,False
139,576383,5,20000679,1,2019,Evan Fournier,ORL,SF,81,20000005,2019-06-24T22:18:50,81,2266.7,2908,21,533.1,1217.6,49.9,58.0,358.8,705.0,58.0,174.3,512.6,38.7,156.0,193.6,91.8,43.3,250.6,293.9,2.0,10.7,7.0,336.0,80.9,13.7,175.4,256.3,1396.4,1302.8,61.1,16.7,20.1,1.8,0.5,13.5,25.4,2361.3,2458.0,2361.3,108.2,1.3,0.0,2458.0,False
140,576384,23,20000680,1,2019,Elfrid Payton,NO,PG,42,20000023,2019-06-24T22:18:50,42,1366.8,1423,55,203.9,469.3,49.4,54.2,166.3,349.7,54.2,37.6,119.6,35.8,62.6,84.3,84.6,55.8,194.8,250.6,5.3,15.9,10.4,364.5,50.1,19.4,127.6,92.3,508.0,506.4,57.2,19.4,38.2,2.1,1.4,22.9,20.9,1436.3,1489.2,1436.3,-78.6,11.4,7.8,1489.2,False
141,576385,5,20000681,1,2019,Aaron Gordon,ORL,PF,78,20000005,2019-06-24T22:18:50,78,2770.4,2998,38,535.3,1191.4,51.1,57.7,397.5,796.2,56.8,137.8,395.2,39.8,210.7,288.2,83.3,146.9,506.9,653.8,6.7,21.0,13.3,329.2,64.9,63.8,184.5,195.9,1419.2,1318.2,61.3,20.1,19.0,1.4,2.3,14.0,25.0,2899.1,2996.7,2899.1,121.9,21.6,0.0,2996.7,False
142,576386,3,20000684,1,2019,Dewayne Dedmon,ATL,C,52,20000003,2019-06-24T22:18:50,64,1822.4,1833,11,295.0,599.1,56.0,64.9,200.5,352.0,64.9,94.5,247.2,43.5,104.8,128.7,92.7,119.6,427.1,546.7,8.7,28.5,17.8,102.5,78.6,80.9,95.7,243.7,789.3,655.7,68.6,21.9,10.5,2.6,4.9,14.5,19.1,1981.9,1963.6,1981.9,-197.0,12.5,0.0,1963.6,False
143,577208,19,20000686,1,2019,Maurice Harkless,POR,SF,53,20000019,2019-06-24T22:18:50,60,1240.1,1612,14,215.3,441.9,55.5,60.5,177.7,305.3,66.3,37.6,136.7,31.3,55.8,83.1,76.4,87.7,218.7,306.4,7.7,16.1,11.5,84.3,76.3,60.4,51.3,185.7,523.9,478.5,62.4,16.8,9.2,3.0,3.9,11.0,15.9,1376.8,1303.3,1376.8,271.1,2.6,0.0,1303.3,False
144,576387,12,20000688,1,2019,Channing Frye,CLE,PF,6,20000012,2019-06-24T22:18:50,36,262.4,388,0,49.0,133.3,41.9,57.4,12.5,43.3,32.9,36.4,90.0,46.1,12.5,15.9,89.5,5.2,54.7,59.2,1.6,18.6,11.0,22.8,7.8,6.5,14.8,50.1,146.9,140.3,59.7,11.8,11.2,1.1,1.6,10.9,20.0,275.0,291.0,275.0,-166.3,0.0,0.0,291.0,False
145,576388,13,20000689,1,2019,Victor Oladipo,IND,SG,36,20000013,2019-06-24T22:18:50,36,1431.0,1305,48,283.6,669.7,48.2,55.4,199.3,423.7,53.5,84.3,246.0,39.1,117.3,160.6,83.1,23.9,206.2,230.1,2.7,19.5,11.1,211.9,68.3,12.5,93.4,82.0,768.8,740.4,59.1,23.8,28.7,3.3,1.1,12.8,31.9,1511.9,1539.9,1511.9,144.7,6.5,0.0,1539.9,False
146,576389,23,20000691,1,2019,Darius Miller,NO,SF,15,20000023,2019-06-24T22:18:50,69,1146.5,2001,34,215.3,551.3,44.4,60.3,63.8,136.7,53.2,151.5,414.6,41.6,63.8,80.9,89.9,15.9,129.8,145.8,1.1,8.6,4.9,166.3,45.6,26.2,67.2,187.9,645.8,586.9,62.6,11.8,11.8,1.4,1.4,11.7,15.3,1218.3,1263.2,1218.3,19.4,0.0,0.0,1263.2,False
147,576390,29,20000698,1,2019,Troy Daniels,PHO,SG,1,20000029,2019-06-24T22:18:50,51,546.3,865,50,128.7,313.2,46.8,62.1,44.4,92.3,54.8,84.3,221.0,43.4,20.5,26.2,89.2,14.8,68.3,83.1,2.4,10.1,6.9,29.6,29.6,6.5,30.8,90.0,362.2,324.8,63.6,13.5,6.5,2.1,0.7,11.2,20.2,581.6,607.9,581.6,-127.6,0.0,0.0,607.9,False
148,576391,15,20000699,1,2019,Isaiah Canaan,MIL,PG,16,20000015,2019-06-24T22:18:50,30,425.5,714,58,72.9,186.8,44.4,56.3,34.2,77.5,50.2,38.7,109.3,40.3,21.6,27.3,90.2,7.8,59.2,66.1,1.3,10.3,6.1,95.7,15.9,2.6,39.9,59.2,206.2,198.8,59.1,11.0,19.1,1.3,0.3,19.0,16.0,443.8,468.1,443.8,-198.2,0.0,0.0,468.1,False
149,576392,1,20000702,1,2019,Wesley Johnson,WAS,SF,13,20000001,2019-06-24T22:18:50,38,322.2,607,64,51.3,145.8,40.1,51.6,22.8,59.2,43.9,28.5,86.6,37.5,14.8,21.6,77.9,13.7,68.3,82.0,3.1,14.1,9.5,26.2,15.9,13.7,20.5,71.8,145.8,155.3,53.4,9.0,7.1,1.6,2.5,13.3,14.0,351.8,350.8,351.8,-104.8,0.0,0.0,350.8,False
150,576393,10,20000704,1,2019,Jeremy Lin,TOR,PG,4,20000010,2019-06-24T22:18:50,74,1440.0,1636,24,271.1,616.2,50.1,56.0,208.4,403.2,58.9,62.6,213.0,33.5,200.5,239.2,95.4,25.1,178.8,203.9,2.2,13.1,8.7,263.1,53.5,14.8,141.2,164.0,805.3,721.4,63.6,19.1,26.0,2.0,1.0,18.6,26.0,1508.4,1553.9,1508.4,-208.4,1.3,0.0,1553.9,False
151,576394,8,20000707,1,2019,Ed Davis,BKN,PF,1,20000008,2019-06-24T22:18:50,81,1672.4,1647,8,211.9,344.0,70.2,70.2,211.9,341.7,70.6,0.0,2.6,0.0,113.9,184.5,70.3,246.0,544.4,790.5,17.9,39.4,28.7,69.5,39.9,37.6,72.9,257.4,537.6,425.2,72.0,22.3,7.8,1.5,2.3,16.7,14.5,1749.8,1758.6,1749.8,107.1,7.8,0.0,1758.6,False
152,576395,12,20000708,1,2019,Jordan Clarkson,CLE,PG,0,20000012,2019-06-24T22:18:50,81,2263.2,2522,31,602.5,1344.0,51.0,58.0,438.5,837.2,59.7,164.0,506.9,36.9,184.5,218.7,96.1,93.4,214.1,307.5,5.1,11.2,8.8,223.2,64.9,14.8,153.8,127.6,1553.6,1440.2,61.4,21.4,17.7,1.7,0.6,11.0,31.7,2342.9,2439.2,2342.9,-398.6,1.3,0.0,2439.2,False
153,576396,23,20000710,1,2019,Julius Randle,NO,PF,49,20000023,2019-06-24T22:18:50,73,3024.4,2541,50,650.4,1240.4,59.7,63.2,574.1,1018.3,64.2,76.3,222.1,39.2,405.5,554.7,83.3,184.5,537.6,722.1,9.9,24.6,16.8,260.8,59.2,51.3,236.9,280.2,1782.5,1484.4,68.3,28.9,18.0,1.4,2.1,15.7,31.8,3134.9,3271.8,3134.9,-17.1,35.3,1.3,3271.8,False
154,576397,14,20000712,1,2019,Wayne Ellington,DET,SG,38,20000014,2019-06-24T22:18:50,54,981.1,1477,6,209.6,520.5,45.9,63.1,52.4,96.8,61.6,157.2,423.7,42.3,44.4,55.8,90.7,15.9,105.9,121.9,1.5,10.5,5.8,82.0,61.5,7.8,45.6,104.8,620.8,545.1,64.8,15.5,10.9,2.7,0.5,10.0,19.8,1049.5,1088.6,1049.5,-12.5,0.0,0.0,1088.6,False
155,617415,20,20000715,1,2019,Nick Young,DEN,SG,0,20000020,2019-06-24T22:18:50,4,15.0,42,10,3.9,10.3,37.9,50.6,0.0,1.3,0.0,3.9,10.4,42.7,0.0,0.0,0.0,0.0,1.3,1.3,0.0,3.8,1.9,2.6,0.0,1.3,2.6,5.2,10.3,10.3,57.0,4.3,8.8,0.0,3.1,20.7,14.5,16.2,17.9,16.2,-5.7,0.0,0.0,17.9,False
156,575678,18,20000716,1,2019,Nerlens Noel,OKC,C,2,20000018,2019-06-24T22:18:50,77,1266.0,1202,31,184.5,314.4,66.9,66.9,184.5,314.4,66.9,0.0,0.0,0.0,61.5,90.0,77.9,144.7,225.5,370.2,13.7,22.8,18.1,51.3,75.2,109.3,54.7,189.1,430.5,354.0,69.3,24.6,7.6,3.8,10.0,15.2,15.8,1450.5,1315.3,1450.5,-87.7,2.6,0.0,1315.3,False
157,683431,11,20000724,1,2019,Jakarr Sampson,CHI,SF,0,20000011,2019-06-24T22:18:50,4,153.1,145,18,33.0,61.5,61.2,67.5,27.3,45.6,68.3,6.5,15.9,40.7,19.4,23.9,92.3,6.5,30.8,36.4,5.5,26.6,15.6,5.2,5.2,3.9,5.2,10.4,91.1,72.0,72.3,28.6,6.9,2.0,2.6,7.7,26.4,161.1,160.0,161.1,-8.0,0.0,0.0,160.0,False
158,576398,28,20000725,1,2019,Luc Richard Mbah a Moute,LAC,PF,0,20000028,2019-06-24T22:18:50,4,38.0,69,0,10.4,20.5,50.6,57.0,7.8,13.7,57.0,2.6,7.8,37.9,2.6,6.5,45.6,2.6,6.5,9.1,4.7,10.9,7.9,2.6,1.3,1.3,2.6,10.4,22.8,23.0,57.0,10.7,5.9,1.0,1.7,10.3,17.6,40.3,40.7,40.3,12.5,0.0,0.0,40.7,False
159,575679,7,20000726,1,2019,Joel Embiid,PHI,C,64,20000007,2019-06-24T22:18:50,64,3721.3,2453,23,660.6,1365.7,55.1,58.9,570.6,1066.1,60.9,90.0,299.6,34.2,594.6,739.2,91.6,182.2,809.8,992.1,10.5,38.7,24.4,266.5,52.4,139.0,257.4,240.3,2005.8,1690.9,67.5,35.9,20.9,1.3,5.8,15.0,38.1,3912.7,4047.2,3912.7,422.6,66.1,2.6,4047.2,False
