,StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,GlobalTeamID,Updated,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,FantasyPointsFanDuel,FantasyPointsDraftKings,FantasyPointsYahoo,PlusMinus,DoubleDoubles,TripleDoubles,FantasyPointsFantasyDraft,IsClosed
42,576313,15,20000512,1,2019,Pau Gasol,MIL,C,6,20000015,2019-06-24T22:18:50,30,437.8,410,40,47.8,107.1,50.9,54.6,41.0,92.3,50.6,7.8,14.8,52.6,31.9,45.6,79.7,25.1,131.0,156.0,8.5,34.8,22.0,59.2,6.5,17.1,18.2,33.0,134.4,127.1,60.3,21.5,21.0,0.8,4.5,14.3,17.0,460.6,459.9,460.6,-37.6,1.3,0.0,459.9,False
43,612670,21,20000514,1,2019,Joakim Noah,MEM,C,1,20000021,2019-06-24T22:18:50,42,876.0,788,36,125.3,242.6,58.8,58.8,125.3,241.5,59.1,0.0,1.3,0.0,88.8,124.2,81.6,66.1,205.0,271.1,10.5,33.8,21.9,101.4,22.8,35.3,57.0,109.3,339.4,297.2,65.0,23.7,23.5,1.9,5.5,18.3,23.0,934.1,924.9,934.1,5.2,5.2,0.0,924.9,False
44,576314,7,20000515,1,2019,Jimmy Butler,PHI,SG,65,20000007,2019-06-24T22:18:50,65,2561.5,2488,67,476.1,1029.7,52.6,57.0,399.8,809.8,56.3,76.3,219.8,39.5,355.4,415.7,97.4,137.8,251.7,389.5,7.8,11.9,10.7,299.6,140.1,44.4,108.2,126.4,1383.9,1212.6,65.0,27.2,20.5,3.5,1.8,10.6,25.4,2746.0,2678.4,2746.0,184.5,3.9,0.0,2678.4,False
45,576315,16,20000516,1,2019,Derrick Rose,MIN,PG,13,20000016,2019-06-24T22:18:50,51,1616.2,1585,11,413.5,857.7,54.9,59.0,352.0,691.4,58.0,61.5,166.3,42.1,156.0,182.2,97.5,37.6,121.9,159.5,3.3,10.8,7.0,250.6,35.3,13.7,93.4,64.9,1044.5,937.9,63.4,26.1,30.1,1.4,0.9,10.3,31.3,1665.2,1703.4,1665.2,41.0,1.3,0.0,1703.4,False
46,576316,16,20000517,1,2019,Taj Gibson,MIN,PF,57,20000016,2019-06-24T22:18:50,70,1753.6,1920,34,346.3,611.6,64.5,65.7,333.7,572.9,66.4,12.5,38.7,36.9,152.6,201.6,86.2,195.9,325.8,521.7,12.3,20.9,16.6,95.7,60.4,44.4,83.1,211.9,857.7,700.3,69.7,23.0,9.5,2.0,2.6,12.1,19.7,1858.4,1849.7,1858.4,-92.3,14.8,0.0,1849.7,False
47,576317,15,20000519,1,2019,Tony Snell,MIL,SG,12,20000015,2019-06-24T22:18:50,74,910.5,1484,47,185.7,411.2,51.5,64.4,93.4,178.8,59.5,92.3,232.4,45.2,42.1,47.8,100.3,33.0,145.8,178.8,3.1,10.7,7.9,77.5,29.6,20.5,26.2,102.5,505.7,432.2,66.6,14.6,8.7,1.2,1.5,7.4,14.8,960.6,978.7,960.6,197.0,0.0,0.0,978.7,False
48,576318,15,20000520,1,2019,Nikola Mirotic,MIL,PF,25,20000015,2019-06-24T22:18:50,46,1444.6,1418,10,271.1,617.3,50.0,62.2,139.0,255.1,62.1,132.1,362.2,41.6,119.6,141.2,96.5,68.3,317.8,386.1,6.7,24.5,15.7,62.6,35.3,38.7,54.7,121.9,793.9,679.5,66.5,23.8,8.1,1.5,3.0,9.7,24.8,1518.6,1576.1,1518.6,137.8,12.5,0.0,1576.1,False
49,576319,13,20000522,1,2019,Doug McDermott,IND,SF,1,20000013,2019-06-24T22:18:50,77,917.2,1525,36,235.8,480.7,55.9,67.2,140.1,246.0,64.8,95.7,234.6,46.5,75.2,90.0,95.1,19.4,104.8,124.2,1.9,9.7,5.9,76.3,20.5,10.4,47.8,118.5,642.4,520.2,70.3,15.4,9.2,0.9,0.7,10.9,18.6,946.9,995.2,946.9,150.3,0.0,0.0,995.2,False
50,576320,23,20000524,1,2019,E'Twaun Moore,NO,SG,36,20000023,2019-06-24T22:18:50,53,1111.0,1666,3,291.6,605.9,54.8,63.0,205.0,405.5,57.6,86.6,200.5,49.2,51.3,67.2,86.9,39.9,104.8,144.7,3.3,8.3,5.8,116.2,45.6,10.4,67.2,127.6,721.0,635.5,64.6,16.0,10.9,1.6,0.6,10.9,19.8,1165.7,1195.1,1165.7,10.3,0.0,0.0,1195.1,False
51,576321,21,20000526,1,2019,Chandler Parsons,MEM,SF,3,20000021,2019-06-24T22:18:50,25,400.4,564,59,77.5,207.3,42.6,51.4,44.4,100.2,50.5,33.0,107.1,35.2,25.1,28.5,100.2,5.2,75.2,79.7,1.1,17.3,10.3,49.0,21.6,6.5,36.4,51.3,213.0,219.8,55.1,11.9,15.3,2.5,1.2,16.2,23.3,427.7,439.1,427.7,-52.4,0.0,0.0,439.1,False
52,576322,25,20000527,1,2019,Dirk Nowitzki,DAL,PF,20,20000025,2019-06-24T22:18:50,51,741.6,906,16,153.8,428.3,40.9,50.6,80.9,194.8,47.3,72.9,233.5,35.5,44.4,57.0,88.8,6.5,174.3,180.0,0.9,23.3,12.1,39.9,10.3,20.5,20.5,86.6,424.8,453.3,53.4,13.8,9.0,0.7,2.5,5.6,25.8,772.4,799.0,772.4,-76.3,1.3,0.0,799.0,False
53,576323,27,20000528,1,2019,Tyson Chandler,LAL,C,6,20000027,2019-06-24T22:18:50,55,732.3,995,64,69.5,112.8,70.2,70.2,69.5,111.6,70.8,0.0,1.3,0.0,58.1,99.1,66.7,104.8,244.9,349.7,12.6,28.3,20.6,42.1,23.9,26.2,47.8,125.3,197.0,156.4,71.6,14.8,6.7,1.5,2.8,26.7,11.1,782.4,778.8,782.4,-41.0,3.9,0.0,778.8,False
54,577197,27,20000530,1,2019,Rajon Rondo,LAL,PG,29,20000027,2019-06-24T22:18:50,46,1443.2,1558,43,199.3,492.0,46.1,52.7,141.2,330.3,48.7,58.1,161.7,40.9,26.2,41.0,72.8,38.7,238.1,276.8,3.4,17.6,10.4,418.0,64.9,9.1,144.7,113.9,482.9,510.1,53.9,16.9,40.5,2.5,0.5,25.2,19.9,1516.1,1584.1,1516.1,-279.1,15.9,1.3,1584.1,False
55,576324,25,20000531,1,2019,J.J. Barea,DAL,PG,0,20000025,2019-06-24T22:18:50,38,933.4,855,62,183.4,438.5,47.6,53.3,140.1,292.7,54.6,43.3,145.8,33.8,62.6,88.8,80.3,14.8,93.4,108.2,2.4,13.2,8.8,240.3,25.1,1.3,82.0,57.0,472.7,477.6,56.4,22.2,54.1,1.8,0.1,16.7,32.2,959.6,1006.6,959.6,66.1,3.9,0.0,1006.6,False
56,577198,19,20000532,1,2019,Al-Farouq Aminu,POR,PF,81,20000019,2019-06-24T22:18:50,81,2025.1,2609,58,292.7,675.4,49.3,58.5,183.4,356.5,58.5,109.3,318.9,39.1,170.8,197.0,98.8,127.6,567.2,694.8,6.9,25.8,16.2,118.5,77.5,37.6,82.0,162.9,865.6,762.1,64.7,17.1,7.7,1.9,1.5,11.1,15.6,2140.2,2176.1,2140.2,437.4,13.7,0.0,2176.1,False
57,576325,25,20000534,1,2019,Devin Harris,DAL,PG,2,20000025,2019-06-24T22:18:50,68,901.4,1219,39,150.3,395.2,43.3,53.5,79.7,167.4,54.2,70.6,227.8,35.3,116.2,152.6,86.7,13.7,113.9,127.6,1.6,11.3,7.3,139.0,39.9,18.2,63.8,151.5,487.5,462.4,60.0,14.5,19.1,2.1,1.6,13.8,21.2,959.5,975.0,959.5,-110.5,0.0,0.0,975.0,False
58,575669,18,20000537,1,2019,Raymond Felton,OKC,PG,0,20000018,2019-06-24T22:18:50,33,317.6,432,24,62.6,153.8,46.4,54.8,39.9,84.3,53.9,22.8,69.5,37.4,13.7,14.8,105.1,5.2,34.2,38.7,1.4,10.9,6.0,59.2,11.4,7.8,15.9,33.0,161.7,160.3,57.5,15.3,21.2,1.6,1.7,10.3,19.0,335.8,338.9,335.8,17.1,0.0,0.0,338.9,False
59,576326,25,20000539,1,2019,Dwight Powell,DAL,PF,22,20000025,2019-06-24T22:18:50,77,1819.2,1893,32,330.3,553.6,68.0,72.7,285.9,408.9,79.6,44.4,144.7,35.0,223.2,289.3,87.9,159.5,308.7,468.1,10.3,19.7,15.1,127.6,50.1,57.0,76.3,228.9,928.3,680.8,77.6,26.0,12.2,1.7,3.3,11.5,19.7,1926.3,1913.2,1926.3,17.1,7.8,0.0,1913.2,False
60,576327,1,20000541,1,2019,Trevor Ariza,WAS,SF,69,20000001,2019-06-24T22:18:50,69,2055.0,2674,63,334.9,838.3,45.4,56.6,169.7,344.0,56.2,165.2,494.3,38.0,148.1,186.8,90.3,57.0,365.6,422.6,2.9,17.2,11.1,287.0,103.6,23.9,120.7,148.1,983.0,920.5,60.8,16.5,16.5,2.4,1.0,13.2,18.9,2182.6,2227.6,2182.6,-380.4,6.5,0.0,2227.6,False
61,663149,22,20000542,1,2019,Terrence Jones,HOU,PF,0,20000022,2019-06-24T22:18:50,2,7.5,6,8,1.3,5.2,28.5,28.5,1.3,2.6,57.0,0.0,2.6,0.0,0.0,1.3,0.0,0.0,5.2,5.2,0.0,100.9,49.4,0.0,0.0,0.0,1.3,1.3,2.6,5.8,25.3,-14.3,0.0,0.0,0.0,20.9,53.1,7.5,8.4,7.5,-13.7,0.0,0.0,8.4,False
62,577199,1,20000543,1,2019,Dwight Howard,WAS,C,9,20000001,2019-06-24T22:18:50,9,258.1,261,39,49.0,78.6,71.0,71.0,49.0,78.6,71.0,0.0,0.0,0.0,33.0,54.7,68.8,27.3,67.2,94.5,12.7,32.3,22.3,5.2,9.1,5.2,18.2,38.7,131.0,102.6,72.8,23.2,3.3,1.9,1.9,17.2,22.4,270.6,277.1,270.6,-55.8,3.9,0.0,277.1,False
63,576328,22,20000544,1,2019,James Harden,HOU,PG,78,20000022,2019-06-24T22:18:50,78,4970.1,3264,50,960.2,2174.4,50.3,61.6,529.6,1003.5,60.1,430.5,1170.9,41.9,858.8,977.3,100.1,75.2,514.8,590.0,3.2,20.3,11.4,667.5,180.0,66.1,440.8,277.9,3209.7,2604.3,70.2,39.2,45.0,3.5,2.2,16.5,46.4,5216.2,5505.4,5216.2,406.6,38.7,9.1,5505.4,False
64,644824,30,20000547,1,2019,Corey Brewer,SAC,SF,3,20000030,2019-06-24T22:18:50,31,409.7,559,35,60.4,140.1,49.1,55.6,44.4,90.0,56.3,15.9,50.1,36.2,35.3,49.0,82.1,29.6,57.0,86.6,6.9,12.2,10.3,44.4,36.4,9.1,21.6,71.8,172.0,161.6,60.6,15.6,11.4,3.9,1.6,13.4,15.5,454.1,432.8,454.1,1.3,0.0,0.0,432.8,False
65,576329,22,20000549,1,2019,Clint Capela,HOU,C,67,20000022,2019-06-24T22:18:50,67,2817.4,2560,55,539.9,833.7,73.8,73.8,539.9,833.7,73.8,0.0,0.0,0.0,189.1,297.3,72.4,339.4,626.4,965.9,16.3,31.4,23.7,109.3,50.1,116.2,107.1,191.4,1268.8,964.6,74.9,29.4,9.2,1.2,5.0,11.4,20.8,2983.7,2996.1,2983.7,264.2,51.3,0.0,2996.1,False
66,576330,28,20000554,1,2019,Patrick Beverley,LAC,PG,49,20000028,2019-06-24T22:18:50,78,1875.5,2434,13,221.0,543.3,46.4,59.7,93.4,222.1,48.0,127.6,321.2,45.2,109.3,140.1,88.8,86.6,355.4,441.9,5.0,17.1,11.0,341.7,76.3,49.0,96.8,301.8,678.8,604.9,63.9,15.7,21.0,1.9,2.1,15.7,13.9,2000.8,2020.0,2000.8,169.7,7.8,0.0,2020.0,False
67,677386,24,20000555,1,2019,Donatas Motiejunas,SA,PF,0,20000024,2019-06-24T22:18:50,3,11.5,14,54,3.9,7.8,57.0,57.0,3.9,7.8,57.0,0.0,0.0,0.0,0.0,2.6,0.0,2.6,1.3,3.9,19.6,11.0,14.6,1.3,0.0,1.3,3.9,7.8,7.8,8.9,48.9,0.2,13.9,0.0,8.6,34.6,38.9,12.6,13.4,12.6,-18.2,0.0,0.0,13.4,False
68,577200,19,20000556,1,2019,Evan Turner,POR,SG,2,20000019,2019-06-24T22:18:50,73,1480.8,1828,47,232.4,504.6,52.4,54.0,219.8,445.3,56.3,12.5,59.2,24.1,85.4,120.7,80.6,42.1,331.4,373.6,3.3,21.5,12.4,322.3,37.6,20.5,129.8,125.3,562.7,557.7,57.5,15.3,26.9,1.3,1.2,21.5,18.2,1538.9,1579.2,1538.9,33.0,3.9,2.6,1579.2,False
69,669798,21,20000558,1,2019,Tyler Zeller,MEM,C,1,20000021,2019-06-24T22:18:50,6,96.6,105,59,18.2,34.2,60.7,60.7,18.2,33.0,62.9,0.0,1.3,0.0,15.9,20.5,88.6,12.5,14.8,27.3,14.9,18.2,16.5,5.2,1.3,3.9,5.2,22.8,52.4,43.2,68.9,21.8,9.1,0.7,4.0,10.9,23.1,101.1,100.2,101.1,13.7,0.0,0.0,100.2,False
70,576331,21,20000559,1,2019,Avery Bradley,MEM,SG,63,20000021,2019-06-24T22:18:50,63,1239.2,2170,27,282.5,692.5,46.5,54.6,184.5,413.5,50.8,98.0,279.1,40.0,49.0,57.0,98.0,49.0,150.3,199.3,3.2,10.2,6.7,173.1,46.7,18.2,101.4,190.2,711.9,717.6,56.5,10.5,13.9,1.4,1.0,14.1,19.3,1304.2,1348.9,1304.2,-93.4,0.0,0.0,1348.9,False
71,575670,9,20000560,1,2019,Marcus Smart,BOS,PG,60,20000009,2019-06-24T22:18:50,80,1924.1,2505,54,272.2,645.8,48.1,60.7,128.7,251.7,58.2,143.5,394.1,41.5,118.5,146.9,91.8,64.9,201.6,266.5,3.6,11.2,7.4,365.6,162.9,31.9,140.1,228.9,806.4,710.5,64.6,17.2,21.8,4.1,1.5,18.8,16.7,2118.9,2081.0,2118.9,185.7,1.3,0.0,2081.0,False
72,576332,20,20000561,1,2019,Isaiah Thomas,DEN,PG,0,20000020,2019-06-24T22:18:50,12,160.7,205,52,38.7,112.8,39.1,46.0,25.1,63.8,44.8,13.7,49.0,31.8,19.4,30.8,71.8,6.5,10.4,14.8,3.9,6.2,5.0,26.2,6.5,1.3,20.5,19.4,110.5,126.3,49.8,11.0,21.2,1.8,0.6,15.9,34.9,167.5,178.5,167.5,-25.1,0.0,0.0,178.5,False
73,576333,17,20000562,1,2019,Jae Crowder,UTA,PF,11,20000017,2019-06-24T22:18:50,80,1954.9,2466,58,362.2,907.8,45.4,57.7,165.2,313.2,60.0,197.0,594.6,37.7,161.7,224.4,82.1,68.3,369.0,437.4,4.0,18.1,10.9,151.5,72.9,35.3,96.8,193.6,1083.2,1006.5,61.3,16.8,10.1,1.8,1.5,11.4,21.8,2063.1,2128.8,2063.1,258.6,3.9,0.0,2128.8,False
74,575671,26,20000563,1,2019,Jonas Jerebko,GS,PF,6,20000026,2019-06-24T22:18:50,73,1134.0,1387,1,185.7,404.3,52.3,63.6,107.1,190.2,64.1,78.6,214.1,41.8,72.9,91.1,91.1,82.0,246.0,328.0,8.6,20.6,14.4,109.3,30.8,20.5,49.0,156.0,522.8,444.4,67.0,18.3,11.5,1.4,1.6,11.3,17.4,1185.2,1215.9,1185.2,63.8,1.3,0.0,1215.9,False
75,576334,4,20000564,1,2019,Kelly Olynyk,MIA,C,36,20000004,2019-06-24T22:18:50,79,1723.3,2064,17,297.3,642.4,52.7,64.2,168.6,279.1,68.8,128.7,363.3,40.3,173.1,210.7,93.6,82.0,345.1,427.1,5.5,20.2,12.5,159.5,60.4,42.1,129.8,208.4,896.4,735.1,69.5,18.9,12.9,1.9,2.4,17.1,20.6,1825.8,1880.8,1825.8,120.7,5.2,0.0,1880.8,False
76,577201,27,20000571,1,2019,LeBron James,LAL,SF,55,20000027,2019-06-24T22:18:50,55,3140.2,2206,28,635.6,1247.2,58.1,63.9,509.1,874.8,66.3,126.4,372.5,38.6,316.6,476.1,75.7,64.9,464.7,529.6,4.0,24.3,14.1,517.1,82.0,37.6,224.4,107.1,1714.2,1456.7,67.0,35.1,44.9,2.2,1.8,15.2,36.1,3259.8,3410.5,3259.8,131.0,36.4,10.4,3410.5,False
77,576335,12,20000572,1,2019,Kevin Love,CLE,PF,21,20000012,2019-06-24T22:18:50,22,811.9,680,65,124.2,322.3,43.9,54.8,63.8,154.9,46.9,60.4,167.4,41.1,117.3,129.8,103.0,37.6,234.6,272.2,7.6,45.6,25.3,54.7,7.8,6.5,47.8,61.5,426.0,379.5,64.0,25.1,14.6,0.6,0.9,12.7,31.5,824.4,900.1,824.4,-63.8,13.7,0.0,900.1,False
78,576336,5,20000573,1,2019,Timofey Mozgov,ORL,C,0,20000005,2019-06-24T22:18:50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
79,575672,9,20000574,1,2019,Kyrie Irving,BOS,PG,67,20000009,2019-06-24T22:18:50,67,3184.6,2522,1,688.0,1413.5,55.5,63.4,489.8,919.2,60.7,198.2,494.3,45.7,243.7,279.1,99.4,80.9,300.7,381.6,4.4,14.5,10.5,528.5,117.3,38.7,195.9,190.2,1817.8,1536.3,67.4,32.3,39.8,2.9,1.8,12.9,33.9,3340.7,3438.4,3340.7,378.1,23.9,1.3,3438.4,False
80,576337,12,20000575,1,2019,J.R. Smith,CLE,SG,4,20000012,2019-06-24T22:18:50,11,164.1,253,21,30.8,90.0,39.0,47.6,17.1,45.6,42.7,13.7,44.4,35.1,10.4,11.4,91.1,0.0,20.5,20.5,0.0,10.7,5.8,23.9,12.5,3.9,12.5,21.6,84.3,95.0,50.5,10.4,15.7,3.2,1.5,13.3,21.3,180.1,178.3,180.1,-15.9,0.0,0.0,178.3,False
81,576338,22,20000576,1,2019,Iman Shumpert,HOU,SG,41,20000022,2019-06-24T22:18:50,63,1103.2,1697,65,190.2,508.0,42.6,54.7,82.0,197.0,47.4,108.2,310.9,39.6,41.0,51.3,91.1,30.8,177.7,208.4,2.5,13.5,8.8,127.6,67.2,27.3,57.0,144.7,529.6,530.5,56.8,12.5,12.2,2.5,1.8,11.0,17.2,1197.8,1196.2,1197.8,-52.4,0.0,0.0,1196.2,False
82,576339,12,20000577,1,2019,Tristan Thompson,CLE,C,40,20000012,2019-06-24T22:18:50,43,1314.0,1363,51,228.9,432.8,60.3,60.3,228.9,432.8,60.3,0.0,0.0,0.0,77.5,120.7,73.1,197.0,301.8,498.9,17.5,29.3,23.1,98.0,31.9,18.2,67.2,101.4,535.3,485.9,62.8,22.6,12.8,1.5,1.5,13.8,20.3,1364.1,1405.0,1364.1,-344.0,21.6,0.0,1405.0,False
83,576340,12,20000579,1,2019,Matthew Dellavedova,CLE,PG,0,20000012,2019-06-24T22:18:50,49,694.7,925,28,111.6,275.6,46.1,56.5,61.5,127.6,54.9,50.1,148.1,38.5,47.8,59.2,92.0,7.8,80.9,87.7,1.0,11.6,6.8,206.2,15.9,2.6,77.5,85.4,321.2,301.7,60.6,14.4,37.0,1.1,0.3,23.3,20.6,712.9,762.8,712.9,-71.8,0.0,0.0,762.8,False
84,576341,8,20000584,1,2019,Joe Harris,BKN,SF,76,20000008,2019-06-24T22:18:50,76,1880.1,2612,32,426.0,852.0,57.0,71.0,217.5,412.3,60.1,208.4,439.7,54.0,125.3,151.5,94.2,59.2,272.2,331.4,3.1,12.4,8.6,206.2,43.3,19.4,137.8,207.3,1185.7,918.6,73.5,18.1,13.5,1.0,0.8,14.9,19.5,1942.8,2069.8,1942.8,-88.8,0.0,0.0,2069.8,False
85,576342,13,20000587,1,2019,Thaddeus Young,IND,PF,81,20000013,2019-06-24T22:18:50,81,2451.8,2834,62,504.6,957.9,60.0,63.3,446.5,791.6,64.2,58.1,166.3,39.8,99.1,153.8,73.4,218.7,377.0,595.7,11.3,16.5,13.3,232.4,140.1,41.0,140.1,221.0,1166.3,1025.6,64.8,20.9,13.7,3.2,1.7,13.7,20.5,2632.9,2597.8,2632.9,152.6,11.4,0.0,2597.8,False
86,576343,15,20000588,1,2019,Brook Lopez,MIL,C,81,20000015,2019-06-24T22:18:50,81,2288.5,2644,46,404.3,895.3,51.5,64.9,191.4,312.1,69.8,213.0,583.2,41.6,127.6,151.5,95.9,37.6,413.5,451.0,2.0,17.1,11.2,111.6,58.1,203.9,93.4,215.3,1149.3,961.9,68.0,19.7,7.3,1.3,8.4,10.1,19.1,2550.4,2467.6,2550.4,664.0,2.6,0.0,2467.6,False
87,576344,13,20000591,1,2019,Bojan Bogdanovic,IND,SF,81,20000013,2019-06-24T22:18:50,81,2393.2,2931,0,594.6,1197.1,56.6,65.5,407.8,757.4,61.3,186.8,439.7,48.4,280.2,347.4,91.9,37.6,341.7,379.3,1.9,14.4,9.3,183.4,78.6,1.3,152.6,157.2,1656.1,1349.9,69.9,21.4,10.8,1.7,0.0,11.6,25.6,2472.9,2581.8,2472.9,201.6,0.0,0.0,2581.8,False
88,576345,20,20000594,1,2019,Mason Plumlee,DEN,C,17,20000020,2019-06-24T22:18:50,82,2036.9,1970,52,298.4,503.4,67.5,67.8,296.1,492.0,68.6,2.6,11.4,22.8,126.4,225.5,63.9,187.9,408.9,596.8,11.7,25.7,18.7,276.8,75.2,86.6,143.5,287.0,725.5,602.7,68.6,22.8,22.2,2.4,5.0,21.9,18.5,2198.6,2155.0,2198.6,79.7,10.3,0.0,2155.0,False
89,576346,8,20000601,1,2019,DeMarre Carroll,BKN,SF,8,20000008,2019-06-24T22:18:50,67,1479.9,1940,26,258.6,654.9,45.0,55.5,137.8,301.8,52.1,120.7,353.1,39.0,209.6,275.6,86.6,77.5,320.1,397.5,5.4,19.6,12.2,96.8,35.3,11.4,83.1,129.8,847.4,776.2,62.2,16.5,9.3,1.1,0.6,11.0,21.3,1526.6,1606.8,1526.6,55.8,3.9,0.0,1606.8,False
90,576347,20,20000602,1,2019,Paul Millsap,DEN,PF,65,20000020,2019-06-24T22:18:50,70,2140.8,2157,40,366.8,758.6,55.0,60.0,300.7,577.5,59.3,66.1,181.1,41.6,206.2,283.6,82.8,174.3,400.9,575.2,11.3,23.0,16.4,160.6,94.5,61.5,108.2,208.4,1005.7,883.4,64.8,23.2,12.1,2.8,3.3,12.4,22.5,2296.8,2280.6,2296.8,389.5,15.9,0.0,2280.6,False
91,575673,9,20000603,1,2019,Al Horford,BOS,PF,68,20000009,2019-06-24T22:18:50,68,2377.2,2246,54,440.8,823.5,60.9,66.7,357.6,592.3,68.8,83.1,231.2,41.0,88.8,108.2,93.5,136.7,385.0,521.7,8.4,20.9,14.1,322.3,67.2,98.0,116.2,143.5,1053.6,871.1,68.9,26.3,24.2,1.9,5.0,13.4,21.7,2542.4,2521.7,2542.4,293.9,11.4,1.3,2521.7,False
92,576348,17,20000604,1,2019,Kyle Korver,UTA,SG,0,20000017,2019-06-24T22:18:50,70,1060.3,1518,62,228.9,550.1,47.4,63.7,71.8,153.8,53.2,157.2,396.4,45.2,68.3,83.1,93.6,10.3,174.3,184.5,1.0,13.9,8.5,92.3,28.5,13.7,67.2,120.7,683.4,586.7,66.4,15.5,10.0,1.2,0.9,11.7,21.0,1102.4,1181.7,1102.4,148.1,0.0,0.0,1181.7,False
93,576349,16,20000605,1,2019,Jeff Teague,MIN,PG,41,20000016,2019-06-24T22:18:50,42,1340.3,1440,5,200.5,473.8,48.2,53.1,160.6,354.2,51.6,39.9,119.6,37.9,140.1,174.3,91.6,18.2,102.5,120.7,1.7,10.0,5.8,390.7,49.0,20.5,110.5,102.5,580.9,550.5,60.0,20.5,43.0,2.1,1.6,19.0,22.1,1409.7,1440.3,1409.7,2.6,12.5,0.0,1440.3,False
94,575674,18,20000606,1,2019,Dennis Schroder,OKC,PG,14,20000018,2019-06-24T22:18:50,79,2313.7,2635,58,520.5,1257.5,47.2,53.5,379.3,842.9,51.3,141.2,414.6,38.8,211.9,258.6,93.3,43.3,280.2,323.5,2.1,12.9,8.2,367.9,74.0,13.7,195.9,215.3,1394.1,1371.2,57.9,17.7,23.3,1.7,0.6,14.2,27.6,2401.4,2503.5,2401.4,190.2,3.9,0.0,2503.5,False
95,576350,3,20000608,1,2019,Kent Bazemore,ATL,SG,35,20000003,2019-06-24T22:18:50,67,1664.3,1871,28,316.6,787.0,45.8,53.8,207.3,445.3,53.0,109.3,341.7,36.4,144.7,200.5,82.2,42.1,255.1,297.3,3.0,16.7,10.8,173.1,101.4,47.8,137.8,193.6,887.3,875.3,57.7,17.1,15.4,3.3,2.9,15.5,25.1,1813.5,1802.8,1813.5,-338.3,0.0,0.0,1802.8,False
96,576351,7,20000609,1,2019,Mike Scott,PHI,PF,3,20000007,2019-06-24T22:18:50,79,1051.5,1589,49,191.4,478.4,45.6,59.1,76.3,191.4,45.4,115.0,287.0,45.7,25.1,37.6,76.0,49.0,265.4,314.4,4.3,19.6,11.9,75.2,29.6,14.8,50.1,177.7,522.8,494.9,60.1,12.1,8.3,1.1,0.9,10.5,16.4,1095.9,1149.8,1095.9,47.8,0.0,0.0,1149.8,False
97,576352,2,20000610,1,2019,Shelvin Mack,CHA,PG,3,20000002,2019-06-24T22:18:50,57,985.6,1419,46,185.7,459.0,46.0,52.6,133.3,310.9,48.9,52.4,148.1,40.3,66.1,95.7,78.6,20.5,98.0,118.5,2.0,9.8,5.8,208.4,53.5,5.2,75.2,95.7,489.8,501.1,55.7,13.9,23.9,2.4,0.4,14.9,20.0,1043.7,1055.3,1043.7,-277.9,0.0,0.0,1055.3,False
98,653642,6,20000612,1,2019,John Jenkins,NY,SG,0,20000006,2019-06-24T22:18:50,26,220.3,379,6,47.8,119.6,45.6,57.5,22.8,53.5,48.5,25.1,66.1,43.2,17.1,20.5,94.9,7.8,35.3,42.1,2.4,11.4,7.5,25.1,0.0,2.6,10.3,11.4,137.8,128.6,60.9,13.0,11.3,0.0,0.6,9.6,17.9,222.6,240.0,222.6,-55.8,0.0,0.0,240.0,False
99,575675,27,20000613,1,2019,Mike Muscala,LAL,PF,10,20000027,2019-06-24T22:18:50,64,1056.8,1486,60,165.2,411.2,45.8,59.9,63.8,119.6,60.7,101.4,291.6,39.6,79.7,96.8,93.9,64.9,213.0,277.9,6.0,16.5,11.0,86.6,25.1,43.3,54.7,148.1,511.4,453.8,64.1,14.9,9.8,1.0,3.1,12.2,16.2,1125.1,1150.4,1125.1,35.3,1.3,0.0,1150.4,False
100,576353,17,20000615,1,2019,Thabo Sefolosha,UTA,SF,2,20000017,2019-06-24T22:18:50,50,511.5,693,42,80.9,169.7,54.3,67.3,42.1,80.9,59.3,38.7,88.8,49.7,15.9,25.1,72.4,10.4,131.0,140.1,1.9,22.9,12.5,30.8,49.0,6.5,28.5,46.7,216.4,180.7,68.2,16.3,8.0,4.4,0.8,15.5,14.7,566.2,553.8,566.2,140.1,1.3,0.0,553.8,False
